input_text,target_text
opnemuan,penemuan
ehari,sehari
ujli,juli
udbandingkan,dibandingkan
poasal,pasal
iukum,hukum
uengawali,mengawali
wwdia,swedia
ubnatang,binatang
peora,opera
wdel,del
ookasi,lokasi
ersaudara,bersaudara
uudul,judul
jnahan,menahan
idanggap,dianggap
antjung,tanjung
akm,kamu
werlaku,berlaku
uset,riset
oook,pokok
yatak,batak
tgberbatasan,berbatasan
opotein,protein
ujuusan,jurusan
oloe,love
icntoh,contoh
ertentu,tertentu
abpak,bapak
hnagka,angka
gbagaimanapun,bagaimanapun
oglo,logo
uisebabkan,disebabkan
ujerilis,merilis
tiasanya,biasanya
brdirinya,berdirinya
rtertulis,tertulis
wrtempuran,pertempuran
halisis,analisis
jelainkan,melainkan
dbangun,dibangun
wsirkuit,sirkuit
bgalapan,balapan
edifusi,difusi
jngambil,mengambil
rjuh,tujuh
qisanya,sisanya
ikuangan,keuangan
wroket,roket
etiganya,ketiganya
bjoek,objek
isalahan,kesalahan
uitempatkan,ditempatkan
iaademik,akademik
tgru,guru
qs,as
rtknologi,teknologi
undustri,industri
pofesor,profesor
frisik,fisik
qwserangga,serangga
ukebenaran,kebenaran
wkor,ekor
enit,menit
aprat,rapat
wemski,meski
uiebangkitan,kebangkitan
jngadakan,mengadakan
ibta,tiba
ujmodel,model
ikau,kayu
ewbelum,sebelum
ekrangka,kerangka
poeta,peta
peemimpinan,kepemimpinan
wl,el
ioertumbuhan,pertumbuhan
gbuah,buah
netis,etnis
negakhiri,mengakhiri
ioaus,paus
njing,anjing
orfum,forum
ibdesarkan,dibesarkan
edolar,dolar
dangkan,sedangkan
atrusan,ratusan
kiondisi,kondisi
ergerak,bergerak
arhinya,harinya
uengirimkan,mengirimkan
swegmen,segmen
wpnulis,penulis
etangan,tangan
tnpa,tanpa
aspai,sampai
egnatif,negatif
wepsawat,pesawat
lahraga,olahraga
skutu,sekutu
wncana,rencana
weran,peran
ejnimbulkan,menimbulkan
dchina,china
juam,jam
uencapai,mencapai
iopuluh,puluh
qbyi,bayi
otel,hotel
uirkuit,sirkuit
qhbis,habis
qmrk,mark
tgbeserta,beserta
iopenyair,penyair
gakat,bakat
ikdus,kudus
qwelektron,elektron
biunya,ibunya
termula,bermula
enmgenai,mengenai
ubma,bima
qlimat,kalimat
fr,f
oplitisi,politisi
remacam,semacam
rflm,film
uiamboja,kamboja
wemrasa,merasa
edpindahkan,dipindahkan
opedagang,pedagang
oerlu,perlu
eyanyikan,menyanyikan
ulmiah,ilmiah
iopemeran,pemeran
uumumkan,diumumkan
weprbatasan,perbatasan
ogunungan,pegunungan
moinan,dominan
ujembantu,membantu
rtemuan,pertemuan
ttal,total
ynjil,injil
eipemimpinan,kepemimpinan
wepndeta,pendeta
qlih,alih
nere,genre
olarva,larva
kiemampuan,kemampuan
uenunjukkan,menunjukkan
trektor,rektor
rtal,total
kiedalaman,kedalaman
sui,usia
hbndung,bandung
opersamaan,persamaan
wepngusaha,pengusaha
wsapi,sapi
swekretaris,sekretaris
iklahiran,kelahiran
rtamu,tamu
qinar,sinar
eomah,lemah
iula,pula
enttara,tentara
yumumnya,umumnya
gru,baru
risual,visual
yuanuari,januari
afng,tang
egeri,negeri
uengajak,mengajak
pnerus,penerus
wwarna,warna
mngisahkan,mengisahkan
eerhadap,terhadap
ngigris,inggris
ertulang,tulang
wmahami,memahami
ypnggung,punggung
lib,salib
watmosfer,atmosfer
ahis,habis
lg,lagu
telakang,belakang
rsrangga,serangga
hmor,nomor
ei,segi
ionjaman,pinjaman
umental,mental
olternatif,alternatif
nututan,tuntutan
gerwarna,berwarna
esnang,senang
ins,sains
kiinerja,kinerja
ertersendiri,tersendiri
erkat,berkat
orotestan,protestan
wyangnya,sayangnya
gda,beda
ippuler,populer
weformasi,reformasi
wemngungkapkan,mengungkapkan
urkang,tukang
rssuatu,sesuatu
qwsebanyak,sebanyak
wrkiraan,perkiraan
wwawancara,wawancara
uembintangi,membintangi
orsatuan,persatuan
dhulu,dahulu
onog,long
weprilaku,perilaku
qadalah,adalah
gbrgerak,bergerak
itat,ketat
tsndar,standar
weadar,sadar
hneam,enam
ikurang,kurang
waah,salah
wepuluh,sepuluh
wiikuti,diikuti
uibnu,ibnu
oabum,album
uiali,kali
yrga,surga
itmologi,mitologi
mteri,materi
jmurid,murid
lipina,filipina
poeluru,peluru
ujmenampilkan,menampilkan
rfversi,versi
apasl,pasal
basanya,biasanya
loama,lama
wnjelajah,penjelajah
rr,tur
eskutu,sekutu
iolegislatif,legislatif
yjuri,juri
errpilih,terpilih
weradiasi,radiasi
qantena,antena
jelakukan,melakukan
uelintasi,melintasi
negikut,pengikut
idnta,cinta
oofesi,profesi
ahlian,keahlian
mjembaca,membaca
erbhenti,berhenti
wmbaca,pembaca
uuba,kuba
rtekanan,tekanan
weomain,domain
onampilan,penampilan
erkaitan,berkaitan
wmerdekaan,kemerdekaan
an,iran
kiesulitan,kesulitan
rka,tak
etenis,tenis
yutulah,itulah
aencangan,rancangan
qlngit,langit
eomukiman,pemukiman
wsii,sisi
ngarang,pengarang
seuai,sesuai
rya,karya
errdapat,terdapat
eombantu,pembantu
qebelah,sebelah
yrangan,ruangan
olpitik,politik
uistuasi,situasi
oprinsip,prinsip
jenyelenggarakan,menyelenggarakan
ueduanya,keduanya
yahanya,ayahnya
etrtinggi,tertinggi
roperasi,beroperasi
ordusen,produsen
rtingkatan,tingkatan
wawrisan,warisan
errnyata,ternyata
iulus,lulus
uiedudukan,kedudukan
aqnggotanya,anggotanya
wepnumpang,penumpang
wmlakukan,melakukan
nci,kunci
wlukis,pelukis
swegala,segala
wptualangan,petualangan
uru,biru
poleksi,koleksi
eomekaran,pemekaran
ul,usul
poangan,pangan
ujulah,jumlah
edinas,dinas
ukarakteristik,karakteristik
qsang,sang
ioyang,moyang
qalju,laju
werekan,rekan
weradio,radio
iololos,lolos
uibrani,ibrani
rarapan,garapan
erbdiri,berdiri
oprtumbuhan,pertumbuhan
mrga,marga
rfvietnam,vietnam
epodusen,produsen
erektur,direktur
ukerabat,kerabat
eadisional,tradisional
uikm,km
jmnggu,minggu
eaun,daun
iara,utara
grtugas,bertugas
wemesta,semesta
helayan,nelayan
unag,ruang
uiematian,kematian
edcirebon,cirebon
emngendalikan,mengendalikan
nyebut,menyebut
lkaohol,alkohol
jenangani,menangani
brtempur,bertempur
ja,juga
ngan,ringan
wepngiriman,pengiriman
qmtematika,matematika
ikologi,psikologi
swituasi,situasi
opjak,pajak
itham,hitam
jngeluarkan,mengeluarkan
qsesuai,sesuai
sqet,aset
urt,tur
swtruktur,struktur
wbrjudul,berjudul
tham,ham
ajhi,haji
yntangan,tantangan
iorotes,protes
usnantara,nusantara
rgoanik,organik
wasaran,sasaran
ybu,ibu
wqlternatif,alternatif
eiksi,fiksi
tqap,atap
rjudul,berjudul
jemahami,memahami
qawaran,tawaran
rtrbakar,terbakar
napa,tanpa
wseatan,selatan
isdelenggarakan,diselenggarakan
rofesi,profesi
jmemperbaiki,memperbaiki
eleatif,relatif
ekkuasaan,kekuasaan
eucu,cucu
wmngalami,mengalami
wl,sel
emskipun,meskipun
wetrbatas,terbatas
wngiriman,pengiriman
poatung,patung
wtkanan,tekanan
roasia,kroasia
juuta,juta
ujenghentikan,menghentikan
angsawan,bangsawan
aqafat,wafat
jmncari,mencari
jmenguasai,menguasai
oenutup,penutup
lasan,ulasan
avli,bali
wrajaan,kerajaan
errus,terus
laysia,malaysia
inmggu,minggu
yhanjar,banjar
umenjabat,menjabat
uvsual,visual
umskin,miskin
rsaf,staf
tatu,batu
orkea,korea
elawan,melawan
opdato,pidato
uiaisar,kaisar
wesseorang,seseorang
aprlemen,parlemen
qalpisan,lapisan
mjajalah,majalah
emnunggu,menunggu
amna,nama
qwsitus,situs
mtbok,tembok
uiode,kode
wqasian,asian
wrkuit,sirkuit
qlamat,alamat
emngalir,mengalir
aopan,papan
qblik,balik
dsr,dasar
tain,latin
kiadar,kadar
yubu,ibu
iledakan,ledakan
thasan,hasan
ererbentuk,terbentuk
qakitab,alkitab
vrsi,versi
iutub,kutub
wemlarang,melarang
rfika,afrika
olistrik,listrik
roajurit,prajurit
mpung,kampung
ikalitas,kualitas
oubang,lubang
deiserahkan,diserahkan
emnikmati,menikmati
mnyanyikan,menyanyikan
reksual,seksual
werat,serat
rfsik,fisik
yterusalem,yerusalem
espor,ekspor
wjuaraan,kejuaraan
erbkebangsaan,berkebangsaan
euutan,urutan
drektur,direktur
ioda,roda
gbantuan,bantuan
rebatasan,perbatasan
wejadian,kejadian
cdara,cara
toensial,potensial
ukediri,kediri
ikasus,kasus
wembuka,membuka
swetara,setara
regabung,tergabung
tneraksi,interaksi
ukampus,kampus
wedolar,dolar
yologi,teologi
tberdarah,berdarah
ewtengah,setengah
werkenal,terkenal
wersonel,personel
tyhutan,hutan
ujemberi,memberi
yualan,jalan
ropyek,proyek
iembukaan,pembukaan
trangan,tangan
kiakaknya,kakaknya
iabya,biaya
erbkuasa,berkuasa
ebndera,bendera
eiwayat,riwayat
ujakin,makin
hnabi,nabi
rtata,tata
wq,w
ertnak,ternak
ykda,kuda
ombuat,pembuat
opajurit,prajurit
ikendaraan,kendaraan
uita,cita
leahiran,kelahiran
unyani,yunani
wgi,segi
winding,dinding
uikarenakan,dikarenakan
skipun,meskipun
emrilis,merilis
qalngsung,langsung
uahkota,mahkota
qkor,skor
emnunjukkan,menunjukkan
ujmerek,merek
wprbaikan,perbaikan
jmencoba,mencoba
wnceritakan,menceritakan
qhkan,bahkan
wmngganti,mengganti
jinahasa,minahasa
uungkin,mungkin
ertempur,bertempur
pmandangan,pemandangan
saam,asam
jlia,mulia
wpralatan,peralatan
engikut,pengikut
olokomotif,lokomotif
ertkenal,terkenal
edinominasikan,dinominasikan
arhasia,rahasia
awlau,walau
ersitek,arsitek
irda,roda
ouatan,lautan
uartu,kartu
tpung,patung
eontoh,contoh
ikcil,kecil
iwayat,riwayat
ewdangkan,sedangkan
jml,mil
ans,nasi
rca,cara
jmndukung,mendukung
wtrkenal,terkenal
wmngikuti,mengikuti
tmumnya,umumnya
qhsilnya,hasilnya
aang,dagang
ujenikah,menikah
miah,ilmiah
wlurahan,kelurahan
rnin,senin
rtiga,tiga
negelola,mengelola
wngajar,pengajar
djual,dijual
nit,anti
lbah,lembah
uyan,yuan
negganggu,mengganggu
opncarian,pencarian
uebutuhan,kebutuhan
alhi,ahli
wresmi,resmi
rtereja,gereja
ekenam,keenam
wrkeologi,arkeologi
edkuh,dukuh
nuiversal,universal
qwsmp,smp
paal,kapal
asmudera,samudera
wendekatan,pendekatan
wdefinisi,definisi
eaus,arus
ijan,ujian
eprak,perak
kistal,kristal
lepon,telepon
weiring,seiring
ik,ke
uiposisi,oposisi
jelancarkan,melancarkan
utar,gitar
qwsetahun,setahun
erusan,urusan
nufrastruktur,infrastruktur
qejauh,sejauh
mmpromosikan,mempromosikan
naman,tanaman
lbi,bali
aprah,parah
reepublik,republik
gerkurang,berkurang
wemmasuki,memasuki
wseelah,setelah
wpmbawa,pembawa
ujmenandatangani,menandatangani
uurikulum,kurikulum
wkraton,keraton
hialifah,khalifah
edistrik,distrik
eut,debut
abyi,bayi
yjni,juni
knjungan,kunjungan
loagu,lagu
uslawesi,sulawesi
asionalis,nasionalis
rebuka,terbuka
wql,al
erteologi,teologi
enpgetahuan,pengetahuan
ujembela,membela
yufngsi,fungsi
wsmi,semi
oportugis,portugis
uidjalankan,dijalankan
at,alat
enutup,penutup
at,saat
iomposisi,komposisi
ytman,taman
awjah,wajah
ikseluruhan,keseluruhan
qwsasta,swasta
aqnalisis,analisis
albik,balik
ran,iran
yukul,pukul
uikritis,kritis
opatung,patung
brni,ibrani
wqrkeologi,arkeologi
uikan,iklan
uagka,jangka
nunjukkan,menunjukkan
abtang,batang
atrk,tarik
qwerat,erat
gbrasal,berasal
ging,daging
ikaki,kaki
poengusaha,pengusaha
wd,d
ns,sun
wqwadah,wadah
qeharusnya,seharusnya
njelajah,penjelajah
olkam,kolam
wendapatan,pendapatan
uanya,tuanya
jmusa,musa
wkpentingan,kepentingan
asis,basis
eribuan,ribuan
wakhir,akhir
qhsil,hasil
tia,kita
wembab,lembab
tbu,ribu
nt,ton
ejnyebutkan,menyebutkan
wemlambangkan,melambangkan
umakan,dimakan
eptrus,petrus
rulis,tulis
deefinisi,definisi
iopenting,penting
umengambil,mengambil
kooh,tokoh
tgapak,bapak
enmyebar,menyebar
ntggal,tanggal
ertulis,tertulis
wprwira,perwira
tgbapak,bapak
osta,pesta
kieraton,keraton
iagamaan,keagamaan
tgbertahan,bertahan
eiselenggarakan,diselenggarakan
wklompok,kelompok
indominasikan,dinominasikan
rido,ordo
iuncak,puncak
qya,maya
ykatan,ikatan
trata,tata
qejarawan,sejarawan
qsnta,santa
yuning,kuning
erlalu,terlalu
irnggal,tinggal
mkar,kamar
wbda,beda
jmndapatkan,mendapatkan
od,doa
oprilaku,perilaku
ju,baju
tansfer,transfer
lamai,alami
uikeuangan,keuangan
akmhluk,makhluk
ieperlukan,diperlukan
wedukungan,dukungan
ioersekutuan,persekutuan
ubm,bumi
engebor,mengebor
ikalifah,khalifah
umembeli,membeli
uistitut,institut
poeningkatan,peningkatan
ang,orang
qumni,alumni
hnyata,nyata
edicatat,dicatat
jengganggu,mengganggu
tgbus,bus
bgersenjata,bersenjata
oloni,koloni
uidtemukan,ditemukan
oksong,kosong
keutu,sekutu
webrmain,bermain
ikerasan,kekerasan
weuku,suku
ujmengirimkan,mengirimkan
ibinet,kabinet
aptung,patung
ytlisan,tulisan
olog,long
wqnjing,anjing
sp,rp
aopua,papua
epnulis,penulis
kuuran,ukuran
elandia,irlandia
wswasta,swasta
mngenal,mengenal
qkdipaten,kadipaten
enhry,henry
weptualangan,petualangan
ikotribusi,kontribusi
edbandingkan,dibandingkan
mjenginginkan,menginginkan
rbat,berat
ejnyanyi,menyanyi
tyingga,hingga
apal,pasal
ejnekankan,menekankan
pabaila,apabila
etrusalem,yerusalem
uenemui,menemui
tgbertahun,bertahun
iembalap,pembalap
ean,hewan
aosukannya,pasukannya
rbanyak,terbanyak
eogan,organ
ioambang,lambang
uliter,militer
wagak,agak
mjinat,minat
gbrsamaan,bersamaan
enmgadopsi,mengadopsi
iaar,kamar
egragama,beragama
engakui,mengakui
rtgerak,gerak
oplatih,pelatih
uianan,kanan
uiesuksesan,kesuksesan
esatuan,kesatuan
jmenarik,menarik
ambbang,bambang
edua,kedua
iominan,dominan
frah,curah
uotomatis,otomatis
rta,tata
wqanjing,anjing
ssa,massa
wesorang,seorang
yhidia,hindia
jral,moral
eaang,sayang
ioperwakilan,perwakilan
etetangga,tetangga
weitambahkan,ditambahkan
elap,gelap
qakyu,kayu
ukajian,kajian
ykmbang,kumbang
iuba,kuba
tyusai,usai
mjenyediakan,menyediakan
qajam,tajam
edeartemen,departemen
dta,data
nerbitkan,menerbitkan
ergabung,bergabung
deinyatakan,dinyatakan
sbket,basket
emenangi,memenangi
tgatavia,batavia
qwama,sama
ujan,man
edalam,dalam
dcmpuran,campuran
aqsisten,asisten
iernyataan,pernyataan
weitemui,ditemui
yhap,tahap
emngisahkan,mengisahkan
jmelayani,melayani
uibunuh,dibunuh
atkegori,kategori
wepnjelajah,penjelajah
jli,juli
mjanajemen,manajemen
eidur,tidur
iprinsip,prinsip
ywan,hewan
ilsam,islam
kesnario,skenario
nsitrumen,instrumen
jenemukan,menemukan
ilfsuf,filsuf
qmster,master
tlobal,global
wbrkata,berkata
utdi,studi
mjuncul,muncul
yutduhan,tuduhan
opbrik,pabrik
poembagian,pembagian
juarang,jarang
sinyur,insinyur
qamret,maret
alimat,kalimat
giunakan,digunakan
opla,pola
li,laki
wegal,tegal
ertugas,bertugas
uiilah,inilah
uigtar,gitar
iopilihan,pilihan
ospitif,positif
ttangga,tetangga
weimakan,dimakan
negajarkan,mengajarkan
uiini,kini
iluarga,keluarga
aeftar,daftar
wreka,mereka
erpumahan,perumahan
onelitian,penelitian
kealigus,sekaligus
daiasi,radiasi
wenguasa,penguasa
rebatas,terbatas
ioersetujuan,persetujuan
fisual,visual
webrsejarah,bersejarah
qasham,saham
eberi,diberi
ynit,unit
tyiba,tiba
oabel,label
engisi,mengisi
ymsisi,musisi
rtetang,tentang
oangkah,langkah
jluku,maluku
trempat,tempat
mndukung,mendukung
eorangkat,perangkat
hnsinyur,insinyur
gqar,agar
dlah,adalah
rainir,marinir
ipaket,paket
jaor,amor
wpjabat,pejabat
rpilih,terpilih
embentang,membentang
ejsak,sejak
rtetapi,tetapi
beanon,lebanon
mlainkan,melainkan
ijskin,miskin
ang,tiang
adbul,abdul
wegrakan,gerakan
yutan,hutan
yhm,ham
utra,mitra
alamnya,dalamnya
wlusi,solusi
etunjuk,ditunjuk
tesus,yesus
pmandan,komandan
wersaudara,bersaudara
wsriah,suriah
oko,toko
dperoleh,diperoleh
negacu,mengacu
ujumat,jumat
qupun,maupun
kiandidat,kandidat
wemlintasi,melintasi
urlang,tulang
rkaman,rekaman
wnyebaran,penyebaran
ggur,anggur
oerairan,perairan
qathunnya,tahunnya
weangka,rangka
wlwat,lewat
wkhidupan,kehidupan
ymum,umum
wersetujuan,persetujuan
qwsiapa,siapa
wlayah,wilayah
oproduk,produk
leepon,telepon
jeas,emas
uidkembangkan,dikembangkan
assa,massa
lban,bulan
atmpaknya,tampaknya
yrikulum,kurikulum
amas,masa
qwamping,samping
laikat,malaikat
ukejahatan,kejahatan
tyot,hot
ioangan,pangan
jmerilis,merilis
whidupan,kehidupan
iah,kisah
uhrta,harta
poembangunan,pembangunan
ujmahkota,mahkota
rfenomena,fenomena
hbpak,bapak
yhangsa,bangsa
ioosisi,oposisi
jnghasilkan,menghasilkan
bgupati,bupati
ujwab,jawab
eokumen,dokumen
psien,pasien
iopekerjaan,pekerjaan
tbakal,bakal
roan,koran
haggotanya,anggotanya
ytogyakarta,yogyakarta
iflipina,filipina
kioin,koin
iolumpur,lumpur
ermilis,merilis
dbatasi,dibatasi
umneral,mineral
uig,big
qsalah,masalah
uenyadari,menyadari
maudera,samudera
wemnggambarkan,menggambarkan
hsi,nasi
egda,beda
opraturan,peraturan
ioom,kolom
fnda,tanda
idselesaikan,diselesaikan
eromosi,promosi
ahbaya,bahaya
jmmasukkan,memasukkan
aohir,lahir
jnyelamatkan,menyelamatkan
trbakar,terbakar
hnjil,injil
wemtal,metal
emncegah,mencegah
amns,manis
embmahas,membahas
wmakin,semakin
aqakil,wakil
engguna,pengguna
kloni,koloni
opendiri,pendiri
ypluh,puluh
iesatuan,kesatuan
wksempatan,kesempatan
eoluncuran,peluncuran
tpat,tepat
bijing,beijing
ererlepas,terlepas
qakpten,kapten
weluar,keluar
rtrlebih,terlebih
smuanya,semuanya
msalnya,misalnya
etrpaksa,terpaksa
mjenempuh,menempuh
ttusan,utusan
jmelancarkan,melancarkan
nsa,sana
jti,anti
eara,secara
gbrpendapat,berpendapat
odi,padi
beagian,sebagian
eoses,proses
rfoc,voc
wesdia,swedia
jnentang,menentang
oyu,kayu
ieau,riau
athunnya,tahunnya
luisan,tulisan
wemlayani,melayani
edyak,dayak
eaalah,adalah
uisgnifikan,signifikan
enmetap,menetap
tbuatan,buatan
igla,liga
qwsetuju,setuju
uitm,tim
ei,besi
webrkarier,berkarier
uytara,utara
opecahan,pecahan
nduk,induk
aministratif,administratif
omor,nomor
etrdaftar,terdaftar
emsbilan,sembilan
pbu,prabu
laestina,palestina
qglaksi,galaksi
qripada,daripada
ietnan,letnan
mjengirim,mengirim
iaki,kaki
uusn,dusun
jengisi,mengisi
eebut,merebut
qtu,ratu
ikonteks,konteks
qank,bank
dmai,damai
wsrakarta,surakarta
arakter,karakter
ekperja,pekerja
idkaitkan,dikaitkan
ujulahnya,jumlahnya
edmaksudkan,dimaksudkan
yusunan,susunan
qbrisan,barisan
nifeksi,infeksi
yui,uni
qkhluk,makhluk
hkuman,hukuman
esseorang,seseorang
ebebasan,kebebasan
ibeli,dibeli
eidua,kedua
ulmia,mulia
eteknik,teknik
weagamaan,keagamaan
iierja,kinerja
qli,asli
uhdi,budi
gni,bani
oengaruh,pengaruh
unformasi,informasi
mjenunjukkan,menunjukkan
artu,ratu
qnya,hanya
qwsenjata,senjata
wrpindah,berpindah
wngembalikan,mengembalikan
ujembawa,membawa
ecuali,kecuali
iunggung,punggung
eaministrasi,administrasi
lgm,logam
ilamin,kelamin
qsejarah,sejarah
tgurun,gurun
mjelayu,melayu
hyubungan,hubungan
okmposisi,komposisi
udbedakan,dibedakan
emneruskan,meneruskan
tberdasarkan,berdasarkan
epngiriman,pengiriman
wetrbakar,terbakar
qbmbang,bambang
amanan,keamanan
eongertian,pengertian
iopandang,pandang
ujmengaku,mengaku
kielurahan,kelurahan
olpisan,lapisan
ugung,gunung
iopop,pop
etambang,tambang
iampung,lampung
wekkuasaannya,kekuasaannya
eeologi,ideologi
ombah,lembah
ejnerus,menerus
uembatan,jembatan
wduanya,keduanya
operekonomian,perekonomian
aetar,datar
uirtodoks,ortodoks
qapnjang,panjang
uikepada,kepada
iaus,paus
oaruh,paruh
wjadian,kejadian
uiadang,kadang
tberjalan,berjalan
edesain,desain
ois,si
ektor,rektor
sanyol,spanyol
iklometer,kilometer
ieika,ketika
ujerekam,merekam
neghilangkan,menghilangkan
ikepadatan,kepadatan
rormat,format
btu,sabtu
mliar,miliar
oegrafis,geografis
ionsentrasi,konsentrasi
weprsekutuan,persekutuan
etrcatat,tercatat
wngamatan,pengamatan
ymbang,tambang
iplen,polen
weta,serta
wgnre,genre
rformat,format
neekankan,menekankan
pkde,kode
uenyebutkan,menyebutkan
yudak,budak
ojnumen,monumen
edmia,media
ea,doa
eoraturan,peraturan
weoktor,doktor
tharian,harian
wengenakan,mengenakan
oplikasi,aplikasi
ertayang,tayang
reibuan,ribuan
ynovember,november
wkbakaran,kebakaran
eolatihan,pelatihan
qbnjar,banjar
wepndek,pendek
wpngamatan,pengamatan
qarva,larva
rtahudi,yahudi
teerangan,keterangan
empmromosikan,mempromosikan
iapla,piala
nedaraan,kendaraan
aisr,pasir
opencipta,pencipta
ujenengah,menengah
ratdisional,tradisional
tivitas,aktivitas
ikdarenakan,dikarenakan
deibedakan,dibedakan
rtrnak,ternak
enpgambilan,pengambilan
nqlang,malang
jiliter,militer
iopindah,pindah
werudal,rudal
anra,warna
rtnggal,tunggal
qamnajer,manajer
qsdar,sadar
nerimaan,penerimaan
gbrdarah,berdarah
wtngah,tengah
loamanya,lamanya
sdang,sedang
qmada,armada
uima,lima
qawk,awak
wbrfokus,berfokus
rkistus,kristus
poortugis,portugis
orkban,korban
rergolong,tergolong
mngundurkan,mengundurkan
uikunci,kunci
wealamnya,dalamnya
idsi,edisi
juantan,jantan
eaalnya,awalnya
lpngan,pangan
yharisan,barisan
hyadiah,hadiah
hndang,undang
qwayangnya,sayangnya
ndapat,mendapat
tyhal,hal
welaku,selaku
ea,dan
gukan,bukan
urbuh,buruh
wrikut,berikut
gblai,balai
jengacu,mengacu
pmbelajaran,pembelajaran
pabila,apabila
wtrhubung,terhubung
ioaju,laju
wemnciptakan,menciptakan
oaa,laba
ipenyebab,penyebab
uengungkapkan,mengungkapkan
ujmusuh,musuh
lki,kali
webrperang,berperang
etmbok,tembok
wrtahun,bertahun
erejawi,gerejawi
errang,terang
ukonstruksi,konstruksi
edr,dpr
tgursa,bursa
terkedudukan,berkedudukan
ailau,kalau
erenomena,fenomena
olgislatif,legislatif
tgbagus,bagus
ujbatan,jabatan
etergolong,tergolong
pouluh,puluh
swm,sm
wngat,sangat
erpustakaan,perpustakaan
eaar,radar
eodo,ordo
omu,ilmu
ussunan,susunan
grkat,berkat
stara,setara
iovel,novel
uetika,ketika
otera,putera
opnerbitan,penerbitan
wsekor,seekor
ajwab,jawab
iknferensi,konferensi
jalah,majalah
kiaki,kaki
wprsegi,persegi
iengikut,pengikut
iyba,tiba
emranen,permanen
taura,utara
swingkatan,singkatan
yian,ujian
qwana,warna
editambahkan,ditambahkan
wluncuran,peluncuran
uiotomatis,otomatis
aicran,cairan
jmaah,malah
wenandatangani,menandatangani
rrtutup,tertutup
idbuat,dibuat
ula,luas
rbuka,terbuka
yhovel,novel
qwskor,skor
rvirus,virus
mnusia,manusia
yilmiah,ilmiah
neingkatan,peningkatan
wesri,seri
deomain,domain
oklomotif,lokomotif
qasionalis,nasionalis
tjian,ujian
weksual,seksual
weklamin,kelamin
pnuh,penuh
umekanisme,mekanisme
iagi,pagi
qpket,paket
uidnasti,dinasti
grbahasa,berbahasa
lhu,hulu
wwak,awak
roum,forum
wektor,sektor
jmngaku,mengaku
wkbun,kebun
wsluran,saluran
wtrgabung,tergabung
rerbia,serbia
tbertempur,bertempur
qwituasi,situasi
eryusalem,yerusalem
ars,paris
ikai,kali
wetrbentuk,terbentuk
tgertugas,bertugas
aimpus,kampus
wenasihat,penasihat
wdenmark,denmark
tatistik,statistik
oprovinsi,provinsi
qa,apa
rsamaan,bersamaan
riganik,organik
emski,meski
wesnyawa,senyawa
weprlahan,perlahan
kiucing,kucing
waplikasi,aplikasi
ujmempromosikan,mempromosikan
eumahnya,rumahnya
lta,peta
niggiran,pinggiran
ndarat,mendarat
ewea,dewa
weektif,efektif
ukeputusan,keputusan
wplanggan,pelanggan
ginifikan,signifikan
nggota,anggota
qakademik,akademik
uieenam,keenam
najemen,manajemen
reekor,rekor
opnonton,penonton
uaksud,maksud
edkelola,dikelola
rugp,grup
opouler,populer
erbkisar,berkisar
jmenggabungkan,menggabungkan
itodoks,ortodoks
nedidikan,pendidikan
eonting,penting
yhulu,hulu
umembintangi,membintangi
qibat,akibat
edcahaya,cahaya
terukuran,berukuran
uambing,kambing
umenjalankan,menjalankan
erembok,tembok
jmmuat,memuat
wekcamatan,kecamatan
jrah,marah
operpustakaan,perpustakaan
wncapai,mencapai
wessuai,sesuai
dkaitkan,dikaitkan
etim,tim
bndera,bendera
oak,irak
oporan,laporan
hnezim,enzim
an,man
umenyediakan,menyediakan
rmda,armada
wesekor,seekor
ietahan,ditahan
mjenyerahkan,menyerahkan
edibutuhkan,dibutuhkan
esolusi,resolusi
mjerebut,merebut
emmbatasi,membatasi
jempromosikan,mempromosikan
jmnekankan,menekankan
poadang,padang
bgagian,bagian
jriam,meriam
wekaligus,sekaligus
wmperbaiki,memperbaiki
umembunuh,membunuh
ualau,kalau
wsharusnya,seharusnya
keerja,bekerja
brtambah,bertambah
loen,polen
trhadap,terhadap
erfilman,perfilman
leksi,seleksi
iolaki,laki
nulis,menulis
wtentuan,ketentuan
hnti,inti
suantara,nusantara
jncari,mencari
asaran,sasaran
qwtrategis,strategis
tidang,bidang
gbersenjata,bersenjata
yujenis,jenis
taik,baik
neghormati,menghormati
eei,dewi
ombagian,pembagian
uengah,tengah
welakangan,belakangan
wesjauh,sejauh
eeak,demak
ubsa,bisa
qakrtu,kartu
etlandang,gelandang
remannya,temannya
bberapa,beberapa
iasus,kasus
nggris,inggris
uiselesaikan,diselesaikan
yunternet,internet
ekukasaannya,kekuasaannya
qebelum,sebelum
enaklukan,penaklukan
anpgkat,pangkat
wsitrinya,istrinya
jmdan,medan
iubnu,ibnu
wegrak,gerak
rrlepas,terlepas
iustilah,istilah
tyuniversal,universal
ednyatakan,dinyatakan
edya,daya
aykin,yakin
wspi,sapi
wal,awal
yuska,suka
wngawali,mengawali
iprimordial,primordial
weentara,sementara
yptaran,putaran
wqbu,abu
emmberi,memberi
wbrperan,berperan
grtambah,bertambah
ifrmat,format
meilu,pemilu
ioangkah,langkah
isigen,oksigen
dcairan,cairan
qsejarawan,sejarawan
lsal,pasal
iksus,kasus
ujmineral,mineral
iabing,kambing
olegenda,legenda
eorsamaan,persamaan
erkean,rekan
